"male","essay_link","essay_length","Class","tech","technology","math","computer","geek","science","fixing","climbing","matrix","electronic","internet","skiing","solving","nerdy","board","brain","shawshank","figuring","firefly","company","build","hobbies","golf","card","occasionally","guide","lists","section","recent","awesome","law","lol","justice","im","studying","animals","political","artist","spiritual","student","tattoos","health","education1","romance","dont","adult","teaching","haha","ipod","native","baseball","major","lover","school","psychology","loves","loyal","nyc","singing","kids","offspring_A","pets_A","atheist","smoke","single","town_A","SV","rel_imp","sign_imp","age_A","age_dummy","body_type_A","diet_A","drinks_A","education_A","phdYN","educ_dummy1","educ_dummy2","height_A","income100000","UnionDummy"
"m","yes",8.07433769408951,"stem","yes","yes","no","no","yes","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","has_kids","likes_animals","no","altro","yes","SV","yes","1","0","50+","no","athletic","vegetarian","not_at_all","university","no","no","yes","73","no","yes"
"m","no",7.03085747611612,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","has_kids","likes_animals","no","altro","yes","medium","no","missing","0","40-44","no","athletic","anything","socially","university","no","no","yes","70","no","no"
"f","no",7.39264752072162,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","doesnt_have_kids","has_animals","no","altro","yes","san_francisco","no","missing","0","45-49","no","average","anything","socially","university","no","no","yes","61-","no","no"
"f","no",8.146419323098,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","kids_missing","has_animals","no","altro","yes","medium","no","missing","missing","45-49","no","average","diet_missing","socially","ed_missing","no","yes","no","63","no","no"
"m","no",7.26892012819372,"other","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","has_kids","pets_missing","no","altro","altro","medium","no","2","missing","35","yes","fit","diet_missing","not_at_all","university","no","no","yes","62","no","yes"
"f","no",7.85243908535751,"other","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","wants","likes_animals","no","altro","yes","san_francisco","no","missing","1","24","no","thin","anything","socially","university","no","no","yes","71","no","yes"
"f","no",7.46622755621548,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","1","missing","30","yes","body_type_missing","anything","socially","masters_program","no","no","yes","64","no","no"
"f","no",6.60123011872888,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","doesnt_want","likes_animals","yes","altro","yes","medium","no","2","0","22","no","over_size","diet_missing","socially","other","no","yes","no","72","no","no"
"m","no",7.12849594568004,"other","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","missing","missing","34","yes","average","diet_missing","rarely","university","no","no","yes","64","no","yes"
"m","no",8.01961279440027,"other","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","kids_missing","likes_animals","no","altro","yes","san_francisco","no","missing","missing","45-49","no","average","anything","socially","university","no","no","yes","69","no","yes"
"f","yes",8.0684029585697,"other","yes","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","medium","no","1","1","21","no","average","diet_missing","rarely","other","no","yes","no","65","no","yes"
"m","no",6.64378973314767,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","has_kids","pets_missing","no","altro","yes","low","no","missing","missing","36","yes","athletic","anything","socially","other","no","yes","no","65","no","no"
"f","no",8.01631789850341,"other","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","wants","no_animals","no","altro","yes","san_francisco","no","missing","missing","29","yes","body_type_missing","anything","socially","work_phd_mast","no","yes","no","63","no","yes"
"m","yes",8.41604600941128,"other","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","kids_missing","pets_missing","no","altro","yes","medium","no","missing","2","27","yes","thin","diet_missing","drinks_missing","university","no","no","yes","65","no","no"
"m","no",6.34035930372775,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","medium","no","missing","missing","30","yes","athletic","diet_missing","socially","university","no","no","yes","69","no","no"
"f","yes",8.91166475804954,"other","no","no","no","no","yes","yes","no","yes","no","no","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","doesnt_want","likes_animals","no","altro","altro","san_francisco","no","0","1","36","yes","over_size","other","socially","university","no","no","yes","65","no","no"
"m","no",8.01234963932779,"other","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","missing","1","28","yes","body_type_missing","diet_missing","socially","university","no","no","yes","66","no","yes"
"m","no",7.80832305039106,"stem","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","medium","no","missing","missing","21","no","athletic","anything","socially","university","no","no","yes","74","no","no"
"m","no",7.20637729147225,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","missing","1","33","yes","average","anything","socially","other","no","yes","no","70","no","no"
"f","no",7.21964204013074,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","san_francisco","no","missing","missing","27","yes","fit","anything","socially","work_phd_mast","no","yes","no","68","no","no"
"m","no",7.27793857294566,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","has_kids","likes_animals","no","altro","yes","san_francisco","no","missing","0","40-44","no","fit","anything","rarely","other","no","yes","no","70","no","no"
"f","no",7.39633529380081,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","has_kids","pets_missing","no","altro","yes","san_francisco","no","1","0","40-44","no","over_size","diet_missing","socially","masters_program","no","no","yes","65","no","no"
"m","no",6.52941883826223,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","doesnt_have_kids","pets_missing","no","yes","yes","medium","no","2","1","21","no","average","anything","not_at_all","other","no","yes","no","73","no","no"
